,Entity,Code,Year,Risk,Number of cases
507,World,OWID_WRL,2008,Diet low in whole grains,1527980
508,World,OWID_WRL,2008,Alcohol use,2228186
509,World,OWID_WRL,2008,Diet low in fruits,946046
510,World,OWID_WRL,2008,Unsafe water source,1694361
511,World,OWID_WRL,2008,Secondhand smoke,1147641
512,World,OWID_WRL,2008,Low birth weight,2379196
513,World,OWID_WRL,2008,Child wasting,1722959
514,World,OWID_WRL,2008,Unsafe sex,1453671
515,World,OWID_WRL,2008,Diet low in nuts and seeds,514816
516,World,OWID_WRL,2008,Household air pollution from solid fuels,3236480
517,World,OWID_WRL,2008,Diet low in vegetables,458092
518,World,OWID_WRL,2008,Low physical activity,642703
519,World,OWID_WRL,2008,Smoking,6965733
520,World,OWID_WRL,2008,High fasting plasma glucose,4855359
521,World,OWID_WRL,2008,Air pollution,6576417
522,World,OWID_WRL,2008,High body-mass index,3618289
523,World,OWID_WRL,2008,Unsafe sanitation,1194680
524,World,OWID_WRL,2008,No access to handwashing facility,860090
525,World,OWID_WRL,2008,Drug use,423060
526,World,OWID_WRL,2008,Low bone mineral density,337135
527,World,OWID_WRL,2008,Vitamin A deficiency,69096
528,World,OWID_WRL,2008,Child stunting,360204
529,World,OWID_WRL,2008,Discontinued breastfeeding,14523
530,World,OWID_WRL,2008,Non-exclusive breastfeeding,259064
531,World,OWID_WRL,2008,Iron deficiency,56450
532,World,OWID_WRL,2009,Outdoor air pollution,3570795
533,World,OWID_WRL,2009,High systolic blood pressure,8990223
534,World,OWID_WRL,2009,Diet high in sodium,1609279
535,World,OWID_WRL,2009,Diet low in whole grains,1540396
536,World,OWID_WRL,2009,Alcohol use,2223073
537,World,OWID_WRL,2009,Diet low in fruits,942559
538,World,OWID_WRL,2009,Unsafe water source,1635490
539,World,OWID_WRL,2009,Secondhand smoke,1147592
540,World,OWID_WRL,2009,Low birth weight,2332096
541,World,OWID_WRL,2009,Child wasting,1646902
542,World,OWID_WRL,2009,Unsafe sex,1374596
543,World,OWID_WRL,2009,Diet low in nuts and seeds,514550
544,World,OWID_WRL,2009,Household air pollution from solid fuels,3128263
545,World,OWID_WRL,2009,Diet low in vegetables,458585
546,World,OWID_WRL,2009,Low physical activity,655754
547,World,OWID_WRL,2009,Smoking,6975911
548,World,OWID_WRL,2009,High fasting plasma glucose,4947201
549,World,OWID_WRL,2009,Air pollution,6554957
550,World,OWID_WRL,2009,High body-mass index,3694600
551,World,OWID_WRL,2009,Unsafe sanitation,1147395
552,World,OWID_WRL,2009,No access to handwashing facility,832773
553,World,OWID_WRL,2009,Drug use,419344
554,World,OWID_WRL,2009,Low bone mineral density,339421
555,World,OWID_WRL,2009,Vitamin A deficiency,63770
556,World,OWID_WRL,2009,Child stunting,336831
557,World,OWID_WRL,2009,Discontinued breastfeeding,14290
558,World,OWID_WRL,2009,Non-exclusive breastfeeding,247990
559,World,OWID_WRL,2009,Iron deficiency,55249
560,World,OWID_WRL,2010,Outdoor air pollution,3673797
561,World,OWID_WRL,2010,High systolic blood pressure,9181355
562,World,OWID_WRL,2010,Diet high in sodium,1644633
563,World,OWID_WRL,2010,Diet low in whole grains,1569687
564,World,OWID_WRL,2010,Alcohol use,2249855
565,World,OWID_WRL,2010,Diet low in fruits,950119
566,World,OWID_WRL,2010,Unsafe water source,1592303
567,World,OWID_WRL,2010,Secondhand smoke,1156229
568,World,OWID_WRL,2010,Low birth weight,2281373
569,World,OWID_WRL,2010,Child wasting,1583651
570,World,OWID_WRL,2010,Unsafe sex,1312883
571,World,OWID_WRL,2010,Diet low in nuts and seeds,523175
572,World,OWID_WRL,2010,Household air pollution from solid fuels,3038651
573,World,OWID_WRL,2010,Diet low in vegetables,463636
574,World,OWID_WRL,2010,Low physical activity,672215
575,World,OWID_WRL,2010,Smoking,7030932
576,World,OWID_WRL,2010,High fasting plasma glucose,5059340
577,World,OWID_WRL,2010,Air pollution,6576174
578,World,OWID_WRL,2010,High body-mass index,3798179
579,World,OWID_WRL,2010,Unsafe sanitation,1112208
580,World,OWID_WRL,2010,No access to handwashing facility,809832
581,World,OWID_WRL,2010,Drug use,420752
582,World,OWID_WRL,2010,Low bone mineral density,346141
583,World,OWID_WRL,2010,Vitamin A deficiency,59767
584,World,OWID_WRL,2010,Child stunting,317921
585,World,OWID_WRL,2010,Discontinued breastfeeding,13947
586,World,OWID_WRL,2010,Non-exclusive breastfeeding,236922
587,World,OWID_WRL,2010,Iron deficiency,54115
588,World,OWID_WRL,2011,Outdoor air pollution,3778458
589,World,OWID_WRL,2011,High systolic blood pressure,9324965
590,World,OWID_WRL,2011,Diet high in sodium,1669141
591,World,OWID_WRL,2011,Diet low in whole grains,1591653
592,World,OWID_WRL,2011,Alcohol use,2235098
593,World,OWID_WRL,2011,Diet low in fruits,954611
594,World,OWID_WRL,2011,Unsafe water source,1566354
595,World,OWID_WRL,2011,Secondhand smoke,1163170
596,World,OWID_WRL,2011,Low birth weight,2230277
597,World,OWID_WRL,2011,Child wasting,1519297
598,World,OWID_WRL,2011,Unsafe sex,1256366
599,World,OWID_WRL,2011,Diet low in nuts and seeds,528175
600,World,OWID_WRL,2011,Household air pollution from solid fuels,2950378
601,World,OWID_WRL,2011,Diet low in vegetables,468560
602,World,OWID_WRL,2011,Low physical activity,685828
603,World,OWID_WRL,2011,Smoking,7060420
604,World,OWID_WRL,2011,High fasting plasma glucose,5178003
605,World,OWID_WRL,2011,Air pollution,6593948
606,World,OWID_WRL,2011,High body-mass index,3888788
607,World,OWID_WRL,2011,Unsafe sanitation,1089355
608,World,OWID_WRL,2011,No access to handwashing facility,790259
609,World,OWID_WRL,2011,Drug use,423500
610,World,OWID_WRL,2011,Low bone mineral density,354747
611,World,OWID_WRL,2011,Vitamin A deficiency,56697
612,World,OWID_WRL,2011,Child stunting,301833
613,World,OWID_WRL,2011,Discontinued breastfeeding,13965
614,World,OWID_WRL,2011,Non-exclusive breastfeeding,226514
615,World,OWID_WRL,2011,Iron deficiency,52797
616,World,OWID_WRL,2012,Outdoor air pollution,3887311
617,World,OWID_WRL,2012,High systolic blood pressure,9470980
618,World,OWID_WRL,2012,Diet high in sodium,1688558
619,World,OWID_WRL,2012,Diet low in whole grains,1614793
620,World,OWID_WRL,2012,Alcohol use,2247304
621,World,OWID_WRL,2012,Diet low in fruits,959393
622,World,OWID_WRL,2012,Unsafe water source,1504617
623,World,OWID_WRL,2012,Secondhand smoke,1169128
624,World,OWID_WRL,2012,Low birth weight,2179098
625,World,OWID_WRL,2012,Child wasting,1440775
626,World,OWID_WRL,2012,Unsafe sex,1194956
627,World,OWID_WRL,2012,Diet low in nuts and seeds,533575
628,World,OWID_WRL,2012,Household air pollution from solid fuels,2852580
629,World,OWID_WRL,2012,Diet low in vegetables,474415
630,World,OWID_WRL,2012,Low physical activity,697605
631,World,OWID_WRL,2012,Smoking,7101157
632,World,OWID_WRL,2012,High fasting plasma glucose,5314341
633,World,OWID_WRL,2012,Air pollution,6600712
634,World,OWID_WRL,2012,High body-mass index,4005260
635,World,OWID_WRL,2012,Unsafe sanitation,1038606
636,World,OWID_WRL,2012,No access to handwashing facility,762950
637,World,OWID_WRL,2012,Drug use,424783
638,World,OWID_WRL,2012,Low bone mineral density,362472
639,World,OWID_WRL,2012,Vitamin A deficiency,50334
640,World,OWID_WRL,2012,Child stunting,281589
641,World,OWID_WRL,2012,Discontinued breastfeeding,13980
642,World,OWID_WRL,2012,Non-exclusive breastfeeding,214395
643,World,OWID_WRL,2012,Iron deficiency,50748
644,World,OWID_WRL,2013,Outdoor air pollution,4009365
645,World,OWID_WRL,2013,High systolic blood pressure,9622330
646,World,OWID_WRL,2013,Diet high in sodium,1705270
647,World,OWID_WRL,2013,Diet low in whole grains,1639467
648,World,OWID_WRL,2013,Alcohol use,2258003
649,World,OWID_WRL,2013,Diet low in fruits,964259
650,World,OWID_WRL,2013,Unsafe water source,1461535
651,World,OWID_WRL,2013,Secondhand smoke,1180238
652,World,OWID_WRL,2013,Low birth weight,2131728
653,World,OWID_WRL,2013,Child wasting,1379165
654,World,OWID_WRL,2013,Unsafe sex,1145734
655,World,OWID_WRL,2013,Diet low in nuts and seeds,538141
656,World,OWID_WRL,2013,Household air pollution from solid fuels,2757444
657,World,OWID_WRL,2013,Diet low in vegetables,479911
658,World,OWID_WRL,2013,Low physical activity,714201
659,World,OWID_WRL,2013,Smoking,7141391
660,World,OWID_WRL,2013,High fasting plasma glucose,5467331
661,World,OWID_WRL,2013,Air pollution,6619746
662,World,OWID_WRL,2013,High body-mass index,4123948
663,World,OWID_WRL,2013,Unsafe sanitation,1000036
664,World,OWID_WRL,2013,No access to handwashing facility,744109
665,World,OWID_WRL,2013,Drug use,429022
666,World,OWID_WRL,2013,Low bone mineral density,373946
667,World,OWID_WRL,2013,Vitamin A deficiency,43588
668,World,OWID_WRL,2013,Child stunting,262375
669,World,OWID_WRL,2013,Discontinued breastfeeding,13776
670,World,OWID_WRL,2013,Non-exclusive breastfeeding,203991
671,World,OWID_WRL,2013,Iron deficiency,49600
672,World,OWID_WRL,2014,Outdoor air pollution,4100011
673,World,OWID_WRL,2014,High systolic blood pressure,9765811
674,World,OWID_WRL,2014,Diet high in sodium,1723074
675,World,OWID_WRL,2014,Diet low in whole grains,1659528
676,World,OWID_WRL,2014,Alcohol use,2270896
677,World,OWID_WRL,2014,Diet low in fruits,967794
678,World,OWID_WRL,2014,Unsafe water source,1406151
679,World,OWID_WRL,2014,Secondhand smoke,1191687
680,World,OWID_WRL,2014,Low birth weight,2064973
681,World,OWID_WRL,2014,Child wasting,1310237
682,World,OWID_WRL,2014,Unsafe sex,1111915
683,World,OWID_WRL,2014,Diet low in nuts and seeds,539685
684,World,OWID_WRL,2014,Household air pollution from solid fuels,2659062
685,World,OWID_WRL,2014,Diet low in vegetables,483615
686,World,OWID_WRL,2014,Low physical activity,729792
687,World,OWID_WRL,2014,Smoking,7184137
688,World,OWID_WRL,2014,High fasting plasma glucose,5613219
689,World,OWID_WRL,2014,Air pollution,6612532
690,World,OWID_WRL,2014,High body-mass index,4250569
691,World,OWID_WRL,2014,Unsafe sanitation,951473
692,World,OWID_WRL,2014,No access to handwashing facility,720558
693,World,OWID_WRL,2014,Drug use,438385
694,World,OWID_WRL,2014,Low bone mineral density,383968
695,World,OWID_WRL,2014,Vitamin A deficiency,38615
696,World,OWID_WRL,2014,Child stunting,243106
697,World,OWID_WRL,2014,Discontinued breastfeeding,12715
698,World,OWID_WRL,2014,Non-exclusive breastfeeding,192370
699,World,OWID_WRL,2014,Iron deficiency,47387
700,World,OWID_WRL,2015,Outdoor air pollution,4191433
701,World,OWID_WRL,2015,High systolic blood pressure,9999740
702,World,OWID_WRL,2015,Diet high in sodium,1753289
703,World,OWID_WRL,2015,Diet low in whole grains,1702413
704,World,OWID_WRL,2015,Alcohol use,2304268
705,World,OWID_WRL,2015,Diet low in fruits,983682
706,World,OWID_WRL,2015,Unsafe water source,1363038
707,World,OWID_WRL,2015,Secondhand smoke,1209811
708,World,OWID_WRL,2015,Low birth weight,2006532
709,World,OWID_WRL,2015,Child wasting,1244798
710,World,OWID_WRL,2015,Unsafe sex,1088991
711,World,OWID_WRL,2015,Diet low in nuts and seeds,551259
712,World,OWID_WRL,2015,Household air pollution from solid fuels,2584719
713,World,OWID_WRL,2015,Diet low in vegetables,493268
714,World,OWID_WRL,2015,Low physical activity,749003
715,World,OWID_WRL,2015,Smoking,7277056
716,World,OWID_WRL,2015,High fasting plasma glucose,5782270
717,World,OWID_WRL,2015,Air pollution,6638067
718,World,OWID_WRL,2015,High body-mass index,4423170
719,World,OWID_WRL,2015,Unsafe sanitation,908873
720,World,OWID_WRL,2015,No access to handwashing facility,699665
721,World,OWID_WRL,2015,Drug use,452151
722,World,OWID_WRL,2015,Low bone mineral density,395857
723,World,OWID_WRL,2015,Vitamin A deficiency,34267
724,World,OWID_WRL,2015,Child stunting,225278
725,World,OWID_WRL,2015,Discontinued breastfeeding,11325
726,World,OWID_WRL,2015,Non-exclusive breastfeeding,181113
727,World,OWID_WRL,2015,Iron deficiency,45726
728,World,OWID_WRL,2016,Outdoor air pollution,4218230
729,World,OWID_WRL,2016,High systolic blood pressure,10190860
730,World,OWID_WRL,2016,Diet high in sodium,1785455
731,World,OWID_WRL,2016,Diet low in whole grains,1730299
732,World,OWID_WRL,2016,Alcohol use,2332374
733,World,OWID_WRL,2016,Diet low in fruits,996499
734,World,OWID_WRL,2016,Unsafe water source,1327637
735,World,OWID_WRL,2016,Secondhand smoke,1226823
736,World,OWID_WRL,2016,Low birth weight,1917525
737,World,OWID_WRL,2016,Child wasting,1180723
738,World,OWID_WRL,2016,Unsafe sex,1073126
739,World,OWID_WRL,2016,Diet low in nuts and seeds,556367
740,World,OWID_WRL,2016,Household air pollution from solid fuels,2528244
741,World,OWID_WRL,2016,Diet low in vegetables,501312
742,World,OWID_WRL,2016,Low physical activity,770864
743,World,OWID_WRL,2016,Smoking,7359293
744,World,OWID_WRL,2016,High fasting plasma glucose,5897121
745,World,OWID_WRL,2016,Air pollution,6605030
746,World,OWID_WRL,2016,High body-mass index,4563131
747,World,OWID_WRL,2016,Unsafe sanitation,871473
748,World,OWID_WRL,2016,No access to handwashing facility,681616
749,World,OWID_WRL,2016,Drug use,465396
750,World,OWID_WRL,2016,Low bone mineral density,405813
751,World,OWID_WRL,2016,Vitamin A deficiency,30436
752,World,OWID_WRL,2016,Child stunting,208614
753,World,OWID_WRL,2016,Discontinued breastfeeding,10175
754,World,OWID_WRL,2016,Non-exclusive breastfeeding,169678
755,World,OWID_WRL,2016,Iron deficiency,44486
756,World,OWID_WRL,2017,Outdoor air pollution,4238086
757,World,OWID_WRL,2017,High systolic blood pressure,10351721
758,World,OWID_WRL,2017,Diet high in sodium,1811392
759,World,OWID_WRL,2017,Diet low in whole grains,1758037
760,World,OWID_WRL,2017,Alcohol use,2355671
761,World,OWID_WRL,2017,Diet low in fruits,1008138
762,World,OWID_WRL,2017,Unsafe water source,1319414
763,World,OWID_WRL,2017,Secondhand smoke,1243584
764,World,OWID_WRL,2017,Low birth weight,1833254
765,World,OWID_WRL,2017,Child wasting,1126051
766,World,OWID_WRL,2017,Unsafe sex,1041873
767,World,OWID_WRL,2017,Diet low in nuts and seeds,561010
768,World,OWID_WRL,2017,Household air pollution from solid fuels,2474179
769,World,OWID_WRL,2017,Diet low in vegetables,508659
770,World,OWID_WRL,2017,Low physical activity,798187
771,World,OWID_WRL,2017,Smoking,7427968
772,World,OWID_WRL,2017,High fasting plasma glucose,6001404
773,World,OWID_WRL,2017,Air pollution,6564255
774,World,OWID_WRL,2017,High body-mass index,4683247
775,World,OWID_WRL,2017,Unsafe sanitation,851326
776,World,OWID_WRL,2017,No access to handwashing facility,670170
777,World,OWID_WRL,2017,Drug use,472656
778,World,OWID_WRL,2017,Low bone mineral density,414524
779,World,OWID_WRL,2017,Vitamin A deficiency,28133
780,World,OWID_WRL,2017,Child stunting,195112
781,World,OWID_WRL,2017,Discontinued breastfeeding,9455
782,World,OWID_WRL,2017,Non-exclusive breastfeeding,160458
783,World,OWID_WRL,2017,Iron deficiency,43314
784,World,OWID_WRL,2018,Outdoor air pollution,4341493
785,World,OWID_WRL,2018,High systolic blood pressure,10589176
786,World,OWID_WRL,2018,Diet high in sodium,1842750
787,World,OWID_WRL,2018,Diet low in whole grains,1802323
788,World,OWID_WRL,2018,Alcohol use,2393321
789,World,OWID_WRL,2018,Diet low in fruits,1027421
790,World,OWID_WRL,2018,Unsafe water source,1270273
791,World,OWID_WRL,2018,Secondhand smoke,1272137
792,World,OWID_WRL,2018,Low birth weight,1762714
793,World,OWID_WRL,2018,Child wasting,1050292
794,World,OWID_WRL,2018,Unsafe sex,1002773
795,World,OWID_WRL,2018,Diet low in nuts and seeds,569905
796,World,OWID_WRL,2018,Household air pollution from solid fuels,2406291
797,World,OWID_WRL,2018,Diet low in vegetables,519594
798,World,OWID_WRL,2018,Low physical activity,817081
799,World,OWID_WRL,2018,Smoking,7551950
800,World,OWID_WRL,2018,High fasting plasma glucose,6221343
801,World,OWID_WRL,2018,Air pollution,6605560
802,World,OWID_WRL,2018,High body-mass index,4841925
803,World,OWID_WRL,2018,Unsafe sanitation,800857
804,World,OWID_WRL,2018,No access to handwashing facility,647002
805,World,OWID_WRL,2018,Drug use,481976
806,World,OWID_WRL,2018,Low bone mineral density,426726
807,World,OWID_WRL,2018,Vitamin A deficiency,26127
808,World,OWID_WRL,2018,Child stunting,178086
809,World,OWID_WRL,2018,Discontinued breastfeeding,8436
810,World,OWID_WRL,2018,Non-exclusive breastfeeding,148105
811,World,OWID_WRL,2018,Iron deficiency,42953
812,World,OWID_WRL,2019,Outdoor air pollution,4506193
813,World,OWID_WRL,2019,High systolic blood pressure,10845595
814,World,OWID_WRL,2019,Diet high in sodium,1885356
815,World,OWID_WRL,2019,Diet low in whole grains,1844836
816,World,OWID_WRL,2019,Alcohol use,2441973
817,World,OWID_WRL,2019,Diet low in fruits,1046015
818,World,OWID_WRL,2019,Unsafe water source,1230154
819,World,OWID_WRL,2019,Secondhand smoke,1304318
820,World,OWID_WRL,2019,Low birth weight,1703121
821,World,OWID_WRL,2019,Child wasting,993046
822,World,OWID_WRL,2019,Unsafe sex,984366
823,World,OWID_WRL,2019,Diet low in nuts and seeds,575139
824,World,OWID_WRL,2019,Household air pollution from solid fuels,2313991
825,World,OWID_WRL,2019,Diet low in vegetables,529381
826,World,OWID_WRL,2019,Low physical activity,831502
827,World,OWID_WRL,2019,Smoking,7693368
828,World,OWID_WRL,2019,High fasting plasma glucose,6501398
829,World,OWID_WRL,2019,Air pollution,6671740
830,World,OWID_WRL,2019,High body-mass index,5019360
831,World,OWID_WRL,2019,Unsafe sanitation,756585
832,World,OWID_WRL,2019,No access to handwashing facility,627919
833,World,OWID_WRL,2019,Drug use,494492
834,World,OWID_WRL,2019,Low bone mineral density,437884
835,World,OWID_WRL,2019,Vitamin A deficiency,23850
836,World,OWID_WRL,2019,Child stunting,164237
837,World,OWID_WRL,2019,Discontinued breastfeeding,7788
838,World,OWID_WRL,2019,Non-exclusive breastfeeding,139732
839,World,OWID_WRL,2019,Iron deficiency,42349
